SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00005070,01/01/2017,Front,,Open, FRONT AND REAR DOORS,Vacant,false,true,10101,S,MORGAN,ST,60643,1171432.12666969,1837838.18043174,34,22,73,41.71048719417835,-87.64779021558603,"(41.71048719417835, -87.64779021558603)"
Vacant/Abandoned Building,17-00017391,01/02/2017,Rear,,Open,BACK DOOR,Vacant,false,true,632,N,LATROBE,AVE,60644,1141249.76017514,1903678.16579461,37,15,25,41.891769211507615,-87.75670784584048,"(41.891769211507615, -87.75670784584048)"
Vacant/Abandoned Building,17-00026275,01/02/2017,Rear,,Open,,Vacant,false,true,3520,W,BELDEN,AVE,60647,1152883.2057892,1915072.41621935,35,14,22,41.92281360331314,-87.7136808017195,"(41.92281360331314, -87.7136808017195)"
Vacant/Abandoned Building,17-00042635,01/03/2017,Front,,Open,,Vacant,false,false,2943,W,WASHINGTON,BLVD,60612,1156751.50731015,1900541.04760944,27,12,27,41.88286068279902,-87.6998616079848,"(41.88286068279902, -87.6998616079848)"
Vacant/Abandoned Building,17-00046576,01/03/2017,Front,,Boarded,,Vacant,false,false,9312,S,KENWOOD,AVE,60619,1186736.38002676,1843505.51387212,8,4,47,41.72569097261967,-87.59156485690048,"(41.72569097261967, -87.59156485690048)"
Vacant/Abandoned Building,17-00051839,01/03/2017,Front,,Open,,Vacant,false,true,10809,S,AVENUE N,,60617,1201200.59380793,1833891.89058326,10,4,52,41.698956165790186,-87.53890774184231,"(41.698956165790186, -87.53890774184231)"
Vacant/Abandoned Building,17-00046778,01/03/2017,Front,,Boarded,,Vacant,false,false,7603,S,RHODES,AVE,60619,1181221.32179493,1854719.75419199,6,6,69,41.756592763990916,-87.61142200667852,"(41.756592763990916, -87.61142200667852)"
Vacant/Abandoned Building,17-00043485,01/03/2017,Front,,Boarded,FRONT DOOR,Vacant,false,true,2519,W,63RD,ST,60629,1160582.82306854,1862798.32338313,16,8,66,41.779211876207306,-87.68683585484152,"(41.779211876207306, -87.68683585484152)"
Vacant/Abandoned Building,17-00043609,01/03/2017,Front,,Boarded,,Vacant,false,true,2521,W,63RD,ST,60629,1160561.52306854,1862797.72338313,16,8,66,41.779210669131096,-87.68691395979606,"(41.779210669131096, -87.68691395979606)"
Vacant/Abandoned Building,17-00054080,01/03/2017,Front,,Boarded,,Vacant,false,false,5921,S,CAMPBELL,AVE,60629,1160718.16481979,1865323.2547333,16,8,66,41.78613784098296,-87.68627001695704,"(41.78613784098296, -87.68627001695704)"
Vacant/Abandoned Building,17-00054165,01/03/2017,Front,,Open,VARIOUS,Vacant,false,false,6519,S,CLAREMONT,AVE,60636,1161863.65399,1861363.704272,16,8,66,41.77524856363298,-87.68217999890751,"(41.77524856363298, -87.68217999890751)"
Vacant/Abandoned Building,17-00054502,01/03/2017,Front,,Boarded,,Vacant,false,false,9554,S,WALLACE,ST,60628,1173984.4694145,1841519.64898272,21,22,73,41.72053352590538,-87.63833424414388,"(41.72053352590538, -87.63833424414388)"
Vacant/Abandoned Building,17-00042925,01/03/2017,,,,,,,,6032,S,ELIZABETH,ST,60636,1169024.56422049,1864776.00888775,16,7,67,41.78446055696625,-87.65583040637075,"(41.78446055696625, -87.65583040637075)"
Vacant/Abandoned Building,17-00054086,01/03/2017,Front,,Boarded,,Vacant,false,false,8527,S,RACINE,AVE,60620,1169810.55289061,1848244.99190207,21,6,71,41.73908028595897,-87.65342771129288,"(41.73908028595897, -87.65342771129288)"
Vacant/Abandoned Building,17-00068420,01/04/2017,Front,,Open,,Vacant,false,false,8022,S,EMERALD,AVE,60620,1172695.69198638,1851676.4341772,21,6,71,41.748433579115364,-87.6427562193056,"(41.748433579115364, -87.6427562193056)"
Vacant/Abandoned Building,17-00068968,01/04/2017,Front,,Open,,Vacant,false,false,7801,S,UNION,AVE,60620,1172986.71356718,1853145.70597247,6,6,71,41.75245903397721,-87.64164653602171,"(41.75245903397721, -87.64164653602171)"
Vacant/Abandoned Building,17-00070421,01/04/2017,Front,,Open,,Vacant,false,false,7209,S,CARPENTER,ST,60621,1170560.33157355,1857013.27000032,6,7,68,41.76312531420479,-87.65042567766548,"(41.76312531420479, -87.65042567766548)"
Vacant/Abandoned Building,17-00070425,01/04/2017,Front,,Open,,Vacant,false,false,6352,S,EVANS,AVE,60637,1182311.47592862,1863053.65278791,20,3,42,41.779436632580236,-87.60716897854888,"(41.779436632580236, -87.60716897854888)"
Vacant/Abandoned Building,17-00070673,01/04/2017,,,,,,,,1135,N,SPRINGFIELD,AVE,60651,1150176.44887514,1907290.62080205,37,11,23,41.901512860505726,-87.72382957936509,"(41.901512860505726, -87.72382957936509)"
Vacant/Abandoned Building,17-00063417,01/04/2017,Front,,Open,ALL OVER,Vacant,false,false,7128,S,LAFAYETTE,AVE,60621,1177077.80870602,1857592.39988589,6,7,69,41.76457004049533,-87.62652059595995,"(41.76457004049533, -87.62652059595995)"
Vacant/Abandoned Building,17-00070373,01/04/2017,Front,,Open,,Vacant,false,true,1753,W,59TH,ST,60636,1165579.8499076,1865564.4519159,15,7,67,41.78669793238196,-87.66843777258137,"(41.78669793238196, -87.66843777258137)"
Vacant/Abandoned Building,17-00070264,01/04/2017,Front,,Open,FRONT DOOR,Vacant,false,false,741,N,PINE,AVE,60644,1139389.65320544,1904382.84482094,37,15,25,41.893737037253324,-87.7635220935787,"(41.893737037253324, -87.7635220935787)"
Vacant/Abandoned Building,17-00084896,01/05/2017,Rear,,Open,WATER LEAKING AT THE REAR INTO THE ALLEY,Vacant,false,false,2154,E,79TH,ST,60649,1192014.08408688,1853014.51548159,8,4,43,41.75165811389827,-87.57192449251859,"(41.75165811389827, -87.57192449251859)"
Vacant/Abandoned Building,17-00083292,01/05/2017,Front,,Open,,Vacant,true,false,6538,S,HONORE,ST,60636,1165137.460275,1861318.86347732,15,7,67,41.775056865719726,-87.6701798609749,"(41.775056865719726, -87.6701798609749)"
Vacant/Abandoned Building,17-00085782,01/05/2017,,,,,,,,217,E,134TH,ST,60827,1180127.44907944,1816530.57997074,9,5,54,41.65182164740096,-87.61659562432567,"(41.65182164740096, -87.61659562432567)"
Vacant/Abandoned Building,17-00085783,01/05/2017,,,,,,,,217,E,134TH,ST,60827,1180127.44907944,1816530.57997074,9,5,54,41.65182164740096,-87.61659562432567,"(41.65182164740096, -87.61659562432567)"
Vacant/Abandoned Building,17-00098413,01/06/2017,Front,,Open,,Vacant,false,false,414,W,ENGLEWOOD,AVE,60621,1174603.78002794,1863499.66002127,20,7,68,41.78083566084043,-87.63541282119954,"(41.78083566084043, -87.63541282119954)"
Vacant/Abandoned Building,17-00101874,01/06/2017,Front,,Open,,Vacant,true,false,2054,N,PULASKI,RD,60639,1149379.19237381,1913437.97012026,26,25,20,41.918397291772216,-87.72659828844799,"(41.918397291772216, -87.72659828844799)"
Vacant/Abandoned Building,17-00106366,01/06/2017,Front,,Open,ALL AROUND,Vacant,false,false,7512,S,EBERHART,AVE,60619,1180875.96269711,1855313.85759596,6,6,69,41.758230993008574,-87.61266943215811,"(41.758230993008574, -87.61266943215811)"
Vacant/Abandoned Building,17-00118792,01/07/2017,Front,,Open,FRONT ENTRANCE DOOR OPEN,Vacant,false,false,6008,S,MAY,ST,60621,1169679.72490049,1864953.56850407,16,7,68,41.78493361032161,-87.6534231789828,"(41.78493361032161, -87.6534231789828)"
Vacant/Abandoned Building,17-00122758,01/07/2017,Rear,,Boarded,,Vacant,false,true,3128,W,55TH,ST,60632,1156348.70001556,1867988.22003232,14,9,63,41.79354000407062,-87.70221904293325,"(41.79354000407062, -87.70221904293325)"
Vacant/Abandoned Building,17-00116834,01/07/2017,Front,,Boarded,,Vacant,false,false,5400,S,HALSTED,ST,60609,1171889.40422219,1869019.24010952,20,9,61,41.796042028390346,-87.64520225549494,"(41.796042028390346, -87.64520225549494)"
Vacant/Abandoned Building,17-00125847,01/08/2017,Rear,,Open,REAR,Vacant,true,false,8229,S,ELIZABETH,ST,60620,1169422.97897991,1850211.45701593,21,6,71,41.744484933972025,-87.6547909009778,"(41.744484933972025, -87.6547909009778)"
Vacant/Abandoned Building,17-00133845,01/08/2017,Rear,,Open,WINDOW,Vacant,false,true,13135,S,BUFFALO,AVE,60633,1200084.02927878,1818474.23931144,10,4,55,41.65667675774092,-87.54351345401501,"(41.65667675774092, -87.54351345401501)"
Vacant/Abandoned Building,17-00136514,01/09/2017,Front,,Open,,Vacant,true,false,4834,S,SEELEY,AVE,60609,1163507.61017487,1872600.91333367,15,9,61,41.80605058523871,-87.67583839331903,"(41.80605058523871, -87.67583839331903)"
Vacant/Abandoned Building,17-00144558,01/09/2017,Rear,,Open,REAR,Vacant,false,false,1422,N,BOSWORTH,AVE,60642,1165808.70493422,1909557.1717123,2,14,24,41.907413306107074,-87.66634589823559,"(41.907413306107074, -87.66634589823559)"
Vacant/Abandoned Building,17-00145159,01/09/2017,Front,,Open,FRONT DOOR AND WINDOW,Vacant,false,false,10403,S,COTTAGE GROVE,AVE,60628,1182600.19051182,1836113.36998366,9,5,50,41.7055028227511,-87.60694422324983,"(41.7055028227511, -87.60694422324983)"
Vacant/Abandoned Building,17-00142890,01/09/2017,Front,,Open,FRONT AND REAR,Vacant,true,false,1140,S,FRANCISCO,AVE,60612,1157197.42420904,1894971.68608422,28,11,29,41.86756875788319,-87.69837546938611,"(41.86756875788319, -87.69837546938611)"
Vacant/Abandoned Building,17-00144091,01/09/2017,Front,,Boarded,,Vacant,false,true,12207,S,LOOMIS,ST,60643,1169210.60137492,1823800.38349483,34,5,53,41.672013420390314,-87.65632990776044,"(41.672013420390314, -87.65632990776044)"
Vacant/Abandoned Building,17-00143430,01/09/2017,Front,,Boarded,,Vacant,true,false,5219,W,ADAMS,ST,60644,1141611.25007764,1898832.37189081,29,15,25,41.878465080349464,-87.75550007088034,"(41.878465080349464, -87.75550007088034)"
Vacant/Abandoned Building,17-00168686,01/10/2017,,,,,,,,6826,S,LANGLEY,AVE,60637,1182068.13819737,1859905.4535014,20,3,42,41.77080330729925,-87.60815839637537,"(41.77080330729925, -87.60815839637537)"
Vacant/Abandoned Building,17-00167112,01/10/2017,Front,,Open,OPEN,Vacant,true,true,1209,E,93RD,ST,60619,1185928.2176911,1843557.46479133,8,4,47,41.725852603592195,-87.59452352761267,"(41.725852603592195, -87.59452352761267)"
Vacant/Abandoned Building,17-00163670,01/10/2017,Front,,Open,FRONT DOOR AND WINDOWS,Vacant,false,true,4236,W,HADDON,AVE,60651,1147926.7971811,1907330.35988145,37,11,23,41.901665471110675,-87.7320918427675,"(41.901665471110675, -87.7320918427675)"
Vacant/Abandoned Building,17-00167744,01/10/2017,Rear,,Open,FRONT -REAR-DOORS ARE OPEN,Vacant,false,true,2631,W,23RD,PL,60608,1159192.92147444,1888301.27001428,12,10,30,41.849223709229854,-87.69123279257497,"(41.849223709229854, -87.69123279257497)"
Vacant/Abandoned Building,17-00166512,01/10/2017,,,,,,,,2747,W,LAKE,ST,60612,1157964.99999788,1901069.65190182,27,12,27,41.8842865560906,-87.69539117429433,"(41.8842865560906, -87.69539117429433)"
Vacant/Abandoned Building,17-00166325,01/10/2017,Front,,Open,FRONT,Vacant,false,true,9828,S,AVENUE L,,60617,1201799.359799,1840538.23449175,10,4,52,41.71717910467567,-87.5364902033005,"(41.71717910467567, -87.5364902033005)"
Vacant/Abandoned Building,17-00171493,01/10/2017,Rear,,Open,,Vacant,true,false,3655,E,99TH,ST,60617,1202248.06307621,1840049.38383271,10,4,52,41.715826252975596,-87.5348634441887,"(41.715826252975596, -87.5348634441887)"
Vacant/Abandoned Building,17-00183419,01/11/2017,Rear,,Open,,Vacant,false,false,7717,S,SAGINAW,AVE,60649,1195262.44507587,1854308.2930192,7,4,43,41.75512883649616,-87.55997839741427,"(41.75512883649616, -87.55997839741427)"
Vacant/Abandoned Building,17-00194690,01/11/2017,Front,,Boarded,ALL AROUND,Vacant,false,true,6544,S,WINCHESTER,AVE,60636,1164482.30980603,1861262.28881966,15,7,67,41.774915455517146,-87.67258315441731,"(41.774915455517146, -87.67258315441731)"
Vacant/Abandoned Building,17-00183515,01/11/2017,Front,,Open,BROKEN WINDOW AT THE SIDE,Vacant,false,false,7400,S,MARYLAND,AVE,60619,1183181.58416586,1856132.00652071,8,3,69,41.76042276405855,-87.60419422199362,"(41.76042276405855, -87.60419422199362)"
Vacant/Abandoned Building,17-00181011,01/11/2017,Front,,Open,FRONT,Vacant,false,false,6321,S,ST LAWRENCE,AVE,60637,1181321.33296982,1863228.52057713,20,3,42,41.77993937366248,-87.61079353183622,"(41.77993937366248, -87.61079353183622)"
Vacant/Abandoned Building,17-00188726,01/11/2017,Front,,Open,FRONT DOOR,Vacant,false,false,6421,S,PAULINA,ST,60636,1166100.72708835,1862086.86293263,15,7,67,41.77714391824677,-87.66662682122698,"(41.77714391824677, -87.66662682122698)"
Vacant/Abandoned Building,17-00181632,01/11/2017,Rear,,Boarded,FIRE ESCAPE STAIRS,Vacant,false,true,116,N,PULASKI,RD,60624,1149714.42008441,1900212.12769649,28,11,26,41.88209772364958,-87.72571079578839,"(41.88209772364958, -87.72571079578839)"
Vacant/Abandoned Building,17-00183629,01/11/2017,,,,,,,,4223,W,MAYPOLE,AVE,60624,1148196.06286819,1901118.69656764,28,11,26,41.88461481507163,-87.73126289152201,"(41.88461481507163, -87.73126289152201)"
Vacant/Abandoned Building,17-00195370,01/11/2017,Rear,,Open,REAR,Vacant,false,true,4529,W,WEST END,AVE,60624,1146042.46692043,1900588.6525296,28,11,26,41.8832015018312,-87.73918475321467,"(41.8832015018312, -87.73918475321467)"
Vacant/Abandoned Building,17-00191597,01/11/2017,Garage,,Open,THE GARAGE SIDE DOOR IS UNSECURED.,Vacant,false,false,4155,W,78TH,PL,60652,1150007.24731883,1852113.24457129,18,8,70,41.75010188062716,-87.72588406569612,"(41.75010188062716, -87.72588406569612)"
Vacant/Abandoned Building,17-00190943,01/11/2017,,,,,,,,26,E,120TH,PL,60628,1178572.09318402,1825072.25011849,9,5,53,41.67529668345602,-87.62202849228407,"(41.67529668345602, -87.62202849228407)"
Vacant/Abandoned Building,17-00218032,01/12/2017,Rear,,Open,REA,Vacant,false,true,2735,W,WARREN,BLVD,60612,1158138.28009569,1900240.61360414,27,12,27,41.882008060897476,-87.69477751966029,"(41.882008060897476, -87.69477751966029)"
Vacant/Abandoned Building,17-00204618,01/12/2017,Front,,Open,FRONT,Vacant,false,false,8151,S,BURNHAM,AVE,60617,1196249.6700306,1851460.70827345,7,4,46,41.747290441921685,-87.55645479091802,"(41.747290441921685, -87.55645479091802)"
Vacant/Abandoned Building,17-00206072,01/12/2017,Rear,,Open,REAR AND FRONT WINDOW,Vacant,false,false,8230,S,DOBSON,AVE,60619,1184667.911625,1850627.67185,8,6,44,41.74528361434621,-87.59891905480231,"(41.74528361434621, -87.59891905480231)"
Vacant/Abandoned Building,17-00203249,01/12/2017,Front,,Open,,Vacant,false,false,5154,S,MAY,ST,60609,1169526.06858667,1870632.2646025,20,9,61,41.8005199347865,-87.65382198015207,"(41.8005199347865, -87.65382198015207)"
Vacant/Abandoned Building,17-00226196,01/13/2017,Rear,,Open,REAR,Vacant,false,false,6745,S,HONORE,ST,60636,1165179.02767845,1859947.55348672,16,7,67,41.77129292926869,-87.6700662497973,"(41.77129292926869, -87.6700662497973)"
Vacant/Abandoned Building,17-00226654,01/13/2017,Front,,Open,"WINDOWS, FRONT & REAR",Vacant,true,true,3829,S,WABASH,AVE,60653,1177355.32002004,1879625.47003326,3,2,35,41.825024653223046,-87.62483788292464,"(41.825024653223046, -87.62483788292464)"
Vacant/Abandoned Building,17-00223978,01/13/2017,Rear,,Boarded,REAR DOOR IS OPEN,Vacant,false,true,9350,S,LUELLA,AVE,60617,1192796.56660298,1843741.45409541,7,4,48,41.72619297054421,-87.5693587751203,"(41.72619297054421, -87.5693587751203)"
Vacant/Abandoned Building,17-00231934,01/13/2017,Front,,Boarded,,Vacant,false,false,9526,S,LOWE,AVE,60628,1173648.27368944,1841698.18040854,21,22,73,41.721030882446485,-87.63956037538928,"(41.721030882446485, -87.63956037538928)"
Vacant/Abandoned Building,17-00223240,01/13/2017,Front,,Open,ALL ENTRIES ARE OPEN,Vacant,false,true,921,N,HOYNE,AVE,60622,1162234.37080923,1906211.18009884,2,12,24,41.898307167341464,-87.67956967320787,"(41.898307167341464, -87.67956967320787)"
Vacant/Abandoned Building,17-00246840,01/14/2017,Rear,,Open,NONE,Vacant,false,false,6402,S,INGLESIDE,AVE,60637,1183826.21332029,1862724.56730184,20,3,42,41.77849835722312,-87.60162610906094,"(41.77849835722312, -87.60162610906094)"
Vacant/Abandoned Building,17-00256334,01/15/2017,Front,,Open,FRONT AND REAR,Vacant,false,true,315,W,59TH,PL,60621,1175216.57842133,1865502.40587363,20,7,68,41.78631773888965,-87.63310640059768,"(41.78631773888965, -87.63310640059768)"
Vacant/Abandoned Building,17-00261722,01/15/2017,Rear,,Open,BACK DOOR OPEN,Vacant,false,true,2761,W,86TH,PL,60652,1159488.00228248,1847129.96137967,18,8,70,41.736238030468655,-87.69127831292045,"(41.736238030468655, -87.69127831292045)"
Vacant/Abandoned Building,17-00281290,01/16/2017,Front,,Open,FRONT FOOR,Vacant,true,false,6448,S,EBERHART,AVE,60637,1180686.131311,1862365.13301067,20,3,42,41.77758477686437,-87.6131487585775,"(41.77758477686437, -87.6131487585775)"
Vacant/Abandoned Building,17-00281399,01/16/2017,Front,,Boarded,NONE,Vacant,false,false,125,E,111TH,ST,60628,1179055.30012826,1831389.89693425,9,5,49,41.692622274210684,-87.62006842835125,"(41.692622274210684, -87.62006842835125)"
Vacant/Abandoned Building,17-00293866,01/17/2017,Front,,Open,,Vacant,false,false,11336,S,FORRESTVILLE,AVE,60628,1181945.25491522,1829910.89929669,9,5,50,41.688497546078985,-87.60953338243598,"(41.688497546078985, -87.60953338243598)"
Vacant/Abandoned Building,17-00293860,01/17/2017,Front,,Open,,Vacant,false,false,7778,S,DANTE,AVE,60619,1186683.62508265,1853640.32882392,8,4,45,41.75350319353309,-87.59143805694184,"(41.75350319353309, -87.59143805694184)"
Vacant/Abandoned Building,17-00300705,01/17/2017,Front,,Open,,Vacant,false,false,3803,W,OHIO,ST,60624,1150917.08607769,1903735.00891292,27,11,23,41.89174143068601,-87.72120230022018,"(41.89174143068601, -87.72120230022018)"
Vacant/Abandoned Building,17-00299901,01/17/2017,Rear,,Open,,Vacant,false,true,9522,S,PRINCETON,AVE,60628,1175957.62548668,1841786.05462257,21,5,49,41.72122064019547,-87.63109911632755,"(41.72122064019547, -87.63109911632755)"
Vacant/Abandoned Building,17-00295194,01/17/2017,Front,,Open,DOORS AND WINDOW,Vacant,false,false,1619,S,KARLOV,AVE,60623,1149319.81298055,1891604.07121224,24,10,29,41.85848386973424,-87.72738293352039,"(41.85848386973424, -87.72738293352039)"
Vacant/Abandoned Building,17-00292279,01/17/2017,Front,,Open,,Vacant,false,false,5346,S,UNION,AVE,60609,1172541.08461947,1869425.31918872,20,9,61,41.797142012581475,-87.64280054928207,"(41.797142012581475, -87.64280054928207)"
Vacant/Abandoned Building,17-00292270,01/17/2017,Rear,,Open,,Vacant,false,false,5204,S,CARPENTER,ST,60609,1170196.58331295,1870298.91707998,20,9,61,41.79959062084104,-87.651372692835,"(41.79959062084104, -87.651372692835)"
Vacant/Abandoned Building,17-00292274,01/17/2017,Rear,,Open,,Vacant,true,false,845,W,51ST,PL,60609,1171542.64246964,1870697.90002586,20,9,61,41.80065606157859,-87.64642465783432,"(41.80065606157859, -87.64642465783432)"
Vacant/Abandoned Building,17-00302029,01/17/2017,Front,,Boarded,,Vacant,false,true,11850,S,WATKINS,AVE,60643,1165620.94342353,1826462.05858436,34,22,75,41.679394173293915,-87.66939305879797,"(41.679394173293915, -87.66939305879797)"
Vacant/Abandoned Building,17-00297831,01/17/2017,Rear,,Boarded,,Vacant,false,false,8508,S,PHILLIPS,AVE,60617,1193979.12940895,1849037.2837193,7,4,46,41.7406963153994,-87.5648538268927,"(41.7406963153994, -87.5648538268927)"
Vacant/Abandoned Building,17-00297900,01/17/2017,,,,,,,,7148,S,ABERDEEN,ST,60621,1170218.91091745,1857405.89529823,6,7,68,41.7642101591921,-87.65166564205607,"(41.7642101591921, -87.65166564205607)"
Vacant/Abandoned Building,17-00298455,01/17/2017,Front,,Open,BASEMENT AND GARAGE DOOR,Vacant,false,true,7541,S,JEFFERY,BLVD,60649,1190846.9078806,1855360.44613103,8,4,43,41.758123813437976,-87.57612590817463,"(41.758123813437976, -87.57612590817463)"
Vacant/Abandoned Building,17-00293583,01/17/2017,Front,,Open,,Vacant,false,true,3403,W,ADAMS,ST,60624,1153729.01480875,1898867.0177706,28,11,27,41.8783276579417,-87.71100494710963,"(41.8783276579417, -87.71100494710963)"
Vacant/Abandoned Building,17-00295648,01/17/2017,Garage,,Open,,Vacant,false,false,1947,S,AVERS,AVE,60623,1151049.92870637,1890058.49236737,24,10,29,41.85420893375261,-87.72107270003107,"(41.85420893375261, -87.72107270003107)"
Vacant/Abandoned Building,17-00292239,01/17/2017,Front,,Open,,Vacant,false,false,5027,S,ABERDEEN,ST,60609,1169835.62850779,1871468.74780255,20,9,61,41.80280861526759,-87.65266243463788,"(41.80280861526759, -87.65266243463788)"
Vacant/Abandoned Building,17-00296115,01/17/2017,,,,,,,,3001,W,FULTON,BLVD,60612,1156323.30570243,1901856.92549088,27,12,27,41.886480241253636,-87.70139840455714,"(41.886480241253636, -87.70139840455714)"
Vacant/Abandoned Building,17-00293376,01/17/2017,,,,,,,,10734,S,LANGLEY,AVE,60628,1182818.8307266,1833863.67996655,9,5,50,41.69932431827315,-87.60621314551233,"(41.69932431827315, -87.60621314551233)"
Vacant/Abandoned Building,17-00293377,01/17/2017,,,,,,,,10601,S,CHAMPLAIN,AVE,60628,1182482.40993143,1834804.83401542,9,5,50,41.701914755836924,-87.60741591122544,"(41.701914755836924, -87.60741591122544)"
Vacant/Abandoned Building,17-00314434,01/18/2017,Front,,Open,NOT BOARDED UP AT ALL,Vacant,true,true,4733,S,PAULINA,ST,60609,1165807.94247895,1873319.49456932,20,9,61,41.80797385531806,-87.6673811812064,"(41.80797385531806, -87.6673811812064)"
Vacant/Abandoned Building,17-00310682,01/18/2017,Front,,Boarded,,Vacant,false,false,7720,S,EMERALD,AVE,60620,1172639.22356855,1853673.9102984,17,6,71,41.75391615274938,-87.64290440305835,"(41.75391615274938, -87.64290440305835)"
Vacant/Abandoned Building,17-00317797,01/18/2017,Rear,,Open,FRONT ENTRANCE,Vacant,true,false,8051,S,BURNHAM,AVE,60617,1196235.46107052,1852122.6503837,7,4,46,41.74910721360846,-87.55648495655825,"(41.74910721360846, -87.55648495655825)"
Vacant/Abandoned Building,17-00316484,01/18/2017,Front,,Open,NOT BOARDED UP,Vacant,false,true,1653,E,70TH,ST,60649,1188642.99987834,1858903.25010941,5,3,43,41.76789852366739,-87.5840897864314,"(41.76789852366739, -87.5840897864314)"
Vacant/Abandoned Building,17-00318240,01/18/2017,Front,,Open,FRONT AND REAR,Vacant,false,true,954,N,PULASKI,RD,60651,1149548.08631354,1906076.46359139,37,11,23,41.89819331684054,-87.72616920442132,"(41.89819331684054, -87.72616920442132)"
Vacant/Abandoned Building,17-00316446,01/18/2017,,,,,,,,210,W,30TH,ST,60616,1175300.98003161,1884962.43999919,11,9,34,41.83971598170759,-87.63221481864612,"(41.83971598170759, -87.63221481864612)"
Vacant/Abandoned Building,17-00309384,01/18/2017,Front,,Open,,Vacant,false,true,8018,S,LOOMIS,BLVD,60620,1168391.19309494,1851584.82691413,21,6,71,41.7482759164818,-87.65853202984314,"(41.7482759164818, -87.65853202984314)"
Vacant/Abandoned Building,17-00309068,01/18/2017,Front,,Open,,Vacant,false,true,6643,S,RACINE,AVE,60636,1169464.32020325,1860735.36001172,16,7,68,41.7733630068261,-87.6543350626444,"(41.7733630068261, -87.6543350626444)"
Vacant/Abandoned Building,17-00321199,01/18/2017,Front,,Boarded,,Vacant,false,false,534,W,65TH,PL,60621,1173854.76716641,1861470.36990935,20,7,68,41.775283710196675,-87.63821897378095,"(41.775283710196675, -87.63821897378095)"
Vacant/Abandoned Building,17-00311364,01/18/2017,Front,,Open,,Vacant,false,false,5238,S,HERMITAGE,AVE,60609,1165567.16053277,1869961.1363247,16,9,61,41.79876324248903,-87.6683596055418,"(41.79876324248903, -87.6683596055418)"
Vacant/Abandoned Building,17-00311475,01/18/2017,Rear,,Open,,Vacant,false,false,938,W,VERMONT,ST,60643,1172316.31682489,1819843.89382785,34,5,53,41.66108862206857,-87.64507861756931,"(41.66108862206857, -87.64507861756931)"
Vacant/Abandoned Building,17-00318231,01/18/2017,Front,,Open,,Vacant,false,false,2506,W,55TH,ST,60632,1160548.70123284,1868121.50432525,14,9,63,41.79382011080957,-87.6868142049548,"(41.79382011080957, -87.6868142049548)"
Vacant/Abandoned Building,17-00319862,01/18/2017,Front,,Open,DOOR AND WINDOWS,Vacant,true,true,2619,W,LITHUANIAN PLAZA,CT,60629,1160027.03503277,1858797.35432188,17,8,66,41.76824409358222,-87.68898334039832,"(41.76824409358222, -87.68898334039832)"
Vacant/Abandoned Building,17-00315764,01/18/2017,Front,,Open,,Vacant,false,false,6500,N,MILWAUKEE,AVE,60631,1132050.49589472,1942778.45709166,41,16,10,41.99922941862826,-87.78958224339958,"(41.99922941862826, -87.78958224339958)"
Vacant/Abandoned Building,17-00328582,01/19/2017,Front,,Open,,Vacant,false,false,9612,S,DR MARTIN LUTHER KING JR,DR,60628,1180604.33712377,1841326.74978819,9,5,49,41.719854977339935,-87.61409332063323,"(41.719854977339935, -87.61409332063323)"
Vacant/Abandoned Building,17-00331836,01/19/2017,Rear,,Open,GARAGE,Vacant,false,false,8040,S,SOUTH SHORE,DR,60617,1198548.93922636,1852259.544428,7,4,46,41.7494252297462,-87.54800309883971,"(41.7494252297462, -87.54800309883971)"
Vacant/Abandoned Building,17-00337137,01/19/2017,Front,,Open,FRONT,Vacant,true,false,7541,S,WABASH,AVE,60619,1178023.21847439,1855027.10767709,6,6,69,41.75750922203548,-87.62313306727447,"(41.75750922203548, -87.62313306727447)"
Vacant/Abandoned Building,17-00349488,01/19/2017,Front,,Open,,Vacant,false,true,1721,E,85TH,ST,60617,1189200.01587978,1848961.11199414,8,4,45,41.74060307016144,-87.58236619671405,"(41.74060307016144, -87.58236619671405)"
Vacant/Abandoned Building,17-00334388,01/19/2017,Rear,,Open,,Vacant,false,false,2811,E,77TH,ST,60649,1196208.17868076,1854446.40482604,7,4,43,41.75548444452418,-87.55650804534287,"(41.75548444452418, -87.55650804534287)"
Vacant/Abandoned Building,17-00334746,01/19/2017,Front,,Open,REAR,Vacant,false,true,6527,S,VERNON,AVE,60637,1180370.84999099,1861832.51137026,20,3,42,41.77613045023151,-87.61432089751833,"(41.77613045023151, -87.61432089751833)"
